,d21-x01-y01_bins_low,d21-x01-y01NPC_7,d21-x01-y01error_NPC_7,d22-x01-y01_bins_low,d22-x01-y01NPC_7,d22-x01-y01error_NPC_7,d23-x01-y01_bins_low,d23-x01-y01NPC_7,d23-x01-y01error_NPC_7,d24-x01-y01_bins_low,d24-x01-y01NPC_7,d24-x01-y01error_NPC_7
0,97.0,1.1418062795116692,0.0018738077078390891,97.0,1.1197804954657746,0.0018080334135501188,97.0,1.12801717672187,0.0019494959009356979,97.0,1.1127657828778525,0.002035779435683601
1,133.0,1.088866991117059,0.0016745328359842756,133.0,1.070818401056981,0.0017230420208257872,133.0,1.0907496659216729,0.001867420908583437,133.0,1.0648068423876542,0.0018989641475537248
2,174.0,1.0674609354386033,0.001620232703171231,174.0,1.0540570219819845,0.0016175705872428364,174.0,1.0481386019676213,0.0016972589314552579,174.0,1.0518684648746772,0.001953582557972179
3,220.0,1.0350550498792024,0.0015440874548528622,220.0,1.0362756620096198,0.0016222515088367693,220.0,1.0380780105054999,0.001724231279520655,220.0,1.030940493921986,0.0018149396717182956
4,272.0,1.0371382872723107,0.0015729402553902312,272.0,1.0240844086960965,0.0015815319909272272,272.0,1.0217876786616145,0.0017056912335448357,272.0,1.0174413772127304,0.0018820543825945914
5,330.0,1.0261601667990228,0.0015894433312247313,330.0,1.011427759771703,0.00161781972638965,330.0,1.0139012581895965,0.0017235539118186738,330.0,1.0214332253117595,0.0019536369241731346
6,395.0,1.019698748253008,0.0015842786206830355,395.0,1.007290117941224,0.001632708527186255,395.0,1.0119333743507477,0.0018089730906934933,395.0,1.010287453343881,0.002069356282206984
7,468.0,1.0014891668846513,0.0016455114838192122,468.0,0.9863029755744165,0.0016466132659525483,468.0,1.0121332467109811,0.0019042971864621594,468.0,1.0152188599366465,0.002373213966854515
8,548.0,1.0149658578788252,0.001700562415582331,548.0,1.0131285080595498,0.0017856077477060456,548.0,1.0123552142465833,0.001986016799581351,548.0,1.0048385693819453,0.0025511820030270776
9,638.0,0.9973416482414661,0.0017286268330887577,638.0,1.0051855731487291,0.0018710712672960783,638.0,1.01651437658412,0.0021833315572244946,638.0,1.0053573855097655,0.0028934452716125846
10,737.0,1.0069250933283291,0.0018279055340730647,737.0,0.9981149983062523,0.001957022228941865,737.0,0.9968434583267891,0.0023047521565921544,737.0,0.9830287495265075,0.00339975342719385
11,846.0,0.9974228330378809,0.0019260982402331912,846.0,0.9947868467562911,0.002142365385272139,846.0,1.0095255074011786,0.002547978991708617,846.0,1.0117759219556546,0.0041240541165871725
12,967.0,0.9871653275233115,0.0021011178586567494,967.0,0.9905706647732184,0.002276644556943774,967.0,1.018328928606652,0.0029790268078843576,967.0,0.9968424260630949,0.005276634024188105
13,1101.0,0.9918006182172917,0.0022512945455789783,1101.0,1.0016090658835413,0.0025432021861642633,1101.0,0.9843304727247998,0.0033709819921866114,1101.0,0.992467765400331,0.007587121183884213
14,1248.0,0.9878726378493793,0.0025136176478941356,1248.0,0.971570395963399,0.0028935556035329718,1248.0,0.9815617505105044,0.004139943799342307,1248.0,1.0077925613619576,0.010520587184460996
15,1410.0,0.9929334308785012,0.0027938725257105183,1410.0,0.9878087653545287,0.003312049355755611,1410.0,0.9965601946242822,0.005113278354761849,1410.0,1.0756725810139485,0.017293187397557544
16,1588.0,0.9924673270309969,0.003283709492450141,1588.0,0.9998403152130564,0.003879678052471376,1588.0,0.9988884817393429,0.007205430549524018,,,
17,1784.0,0.9764208401912156,0.003883521999027885,1784.0,0.9802929279751569,0.004862733316016377,1784.0,1.0133609826522392,0.009932747664866116,,,
18,2000.0,0.9874533787935167,0.00468066577992175,2000.0,0.9624846749371995,0.006065687711056004,2000.0,0.9234130799039528,0.01711666282269523,,,
19,2238.0,0.9924395391026406,0.0058187373892253915,2238.0,1.0472312546193479,0.008631028649147353,,,,,,
20,2500.0,1.0162397803739647,0.008016809639967183,2500.0,1.177023708836342,0.01701414010714471,,,,,,
21,2787.0,0.9819833617655207,0.011244853802187616,,,,,,,,,
