,d21-x01-y01_bins_low,d21-x01-y01NPC_7,d21-x01-y01error_NPC_7,d22-x01-y01_bins_low,d22-x01-y01NPC_7,d22-x01-y01error_NPC_7,d23-x01-y01_bins_low,d23-x01-y01NPC_7,d23-x01-y01error_NPC_7,d24-x01-y01_bins_low,d24-x01-y01NPC_7,d24-x01-y01error_NPC_7
0,97.0,1.1607631040688289,0.0026914923389075693,97.0,1.142022520580415,0.0026483382541897388,97.0,1.1492428131320942,0.0028324126793366614,97.0,1.1327660896825278,0.0029524570010320437
1,133.0,1.100403267292758,0.0023967719365176397,133.0,1.0907282593235372,0.0024810214112532666,133.0,1.107339065089487,0.002658747709844706,133.0,1.0793803286038608,0.002738996213742705
2,174.0,1.0721576520823242,0.0023024364748379473,174.0,1.0614345320425482,0.0023146586583029463,174.0,1.0579043333071556,0.0024480368326441986,174.0,1.0600824074664403,0.0027448773836537092
3,220.0,1.0402485073882501,0.002202082461970786,220.0,1.0429777078708735,0.002314975148660269,220.0,1.0475518543193427,0.0024558567903802827,220.0,1.0406688768385974,0.0025971939505999276
4,272.0,1.0417629006914415,0.002240170975584022,272.0,1.0320351112176578,0.0022821398014047658,272.0,1.02427407728862,0.002435276987238123,272.0,1.0232750548875396,0.0026859992863354984
5,330.0,1.0289325948784922,0.0022552743936507863,330.0,1.0123529337637351,0.0022871081923006155,330.0,1.0180924431578995,0.002440273190791466,330.0,1.020423277052623,0.0027619644462870867
6,395.0,1.019406289498382,0.002254130483789531,395.0,1.013802729387241,0.0023197991775192064,395.0,1.0057385336397833,0.0025391696560684287,395.0,1.0168978637424189,0.0029782170698184284
7,468.0,1.000997738714091,0.0023168137276361428,468.0,0.9931588725273721,0.002360291023306914,468.0,1.0178688696156692,0.002707275042018892,468.0,1.0228449579623278,0.0033653721399995546
8,548.0,1.012030783087874,0.0024024179422556377,548.0,1.016069730162321,0.0025423274670527303,548.0,1.0129725189791923,0.0028140346960367113,548.0,1.004326124946843,0.0036554569168176115
9,638.0,1.0000660538309774,0.0024615699272573367,638.0,1.0081739694148126,0.002643086332017106,638.0,1.0172447287566984,0.0030918176889420546,638.0,1.0097613770973863,0.004141661658079404
10,737.0,1.0072356071588973,0.0026012779470988927,737.0,0.9988468741864928,0.002768373635023681,737.0,0.9931330813832797,0.0032418086700455803,737.0,0.9856222538018897,0.0047572828580996745
11,846.0,1.0027300846095517,0.0027561349594871195,846.0,1.0006661315317125,0.0030269829496384045,846.0,1.0027887275411054,0.0035921659612584457,846.0,1.007820967854325,0.005827821219253176
12,967.0,0.9825807820560615,0.002975601119211432,967.0,0.994409890699396,0.0032313519262315983,967.0,1.0230677470931449,0.004270391497351428,967.0,0.9969755094805967,0.007487743683621984
13,1101.0,0.9882566177559867,0.003208914648437574,1101.0,0.9973074575073095,0.003592394393262594,1101.0,0.9810986660503749,0.004724654729969015,1101.0,0.9816221507221673,0.010383772344228383
14,1248.0,0.990741393968454,0.0035688006407537053,1248.0,0.9750814908229407,0.004116836930764115,1248.0,0.9840859140510075,0.005916705594657575,1248.0,1.024078592995268,0.014947189558413568
15,1410.0,0.9906537514003264,0.003966946712110939,1410.0,0.9984251268547706,0.004725527601047901,1410.0,0.987468981609242,0.0072699734311735195,1410.0,1.0379411525965263,0.024619736258777388
16,1588.0,1.004812220318622,0.0047236500035646315,1588.0,0.9948003948112383,0.005545810449571236,1588.0,1.0060876727400572,0.010374729252994652,,,
17,1784.0,0.9877837084978279,0.005545432901081369,1784.0,0.971945546031394,0.006813485621980493,1784.0,0.9903247654262397,0.01371431794055312,,,
18,2000.0,0.9826946728620567,0.006570149538884206,2000.0,0.9701769645839908,0.008698762497593006,2000.0,0.9413679622650382,0.022979695309256632,,,
19,2238.0,0.9832475611765755,0.00818534936209126,2238.0,1.0402333439710312,0.0123988178168743,,,,,,
20,2500.0,1.0158072897738655,0.011389474766505049,2500.0,1.0992022761214961,0.02166496246230308,,,,,,
21,2787.0,1.0130812562367415,0.016663035007600982,,,,,,,,,
