,d01-x01-y01_bins_low,d01-x01-y01NPC_4,d01-x01-y01error_NPC_4,d02-x01-y01_bins_low,d02-x01-y01NPC_4,d02-x01-y01error_NPC_4,d03-x01-y01_bins_low,d03-x01-y01NPC_4,d03-x01-y01error_NPC_4,d04-x01-y01_bins_low,d04-x01-y01NPC_4,d04-x01-y01error_NPC_4
0,97.0,0.9997383000449849,0.003187359195028924,97.0,1.001478868204243,0.00331583320758814,97.0,0.9966243678942813,0.0034809142744999847,97.0,0.9943781787414384,0.0036997026951508245
1,133.0,0.983622606337973,0.0030234685427547045,133.0,0.9638460498513879,0.0033785852985401352,133.0,0.9769025355731039,0.0033195106524937785,133.0,0.9688583050452555,0.003488393849505547
2,174.0,1.0055437261823719,0.00320869331889293,174.0,0.9989431449275319,0.0031335090198704317,174.0,0.9764731617715904,0.0031762250816913746,174.0,1.0010488719384398,0.00424219953917727
3,220.0,0.995811108554295,0.0031529579552833664,220.0,0.9905774938619355,0.0032754795290244414,220.0,0.9683707374804148,0.0033244967623211907,220.0,0.9625653957674474,0.003437653245810703
4,272.0,0.9790728190404319,0.003036198058627404,272.0,0.9820266176801825,0.0030707019856676863,272.0,0.9803884016319124,0.003249413583951832,272.0,0.9679986703806247,0.00366767114251203
5,330.0,0.9953425463236341,0.0032842058562699518,330.0,0.9740072691039676,0.0032019257008776233,330.0,0.9720823230124913,0.0035023102739781477,330.0,0.9891096413253114,0.003983555312889979
6,395.0,0.9934924882496231,0.003136693274416126,395.0,0.9476840338479469,0.0031694783307575844,395.0,1.0053339114118383,0.0038163374609795583,395.0,0.9583851662434291,0.003918349466135193
7,468.0,0.9716854476568045,0.0032579290389823643,468.0,0.9471336286255886,0.003170664885618073,468.0,0.97448887294346,0.0037989107631060492,468.0,0.9844914577560014,0.004879187609930712
8,548.0,0.9995746774860168,0.003426580959579538,548.0,0.9932060521642336,0.0036522049351790076,548.0,1.002443775186309,0.004021791894634354,548.0,0.9726012710929756,0.004986259764013893
9,638.0,0.9708532387975694,0.00343742968837383,638.0,0.9884657558571651,0.003954276271822038,638.0,0.9944637612129871,0.0044581668216545495,638.0,1.0008786537259984,0.006056518588940538
10,737.0,0.995896272029366,0.003707006098810929,737.0,0.985994598008027,0.004145237930593243,737.0,0.985369415578055,0.004753479192107488,737.0,0.9598313511277293,0.007123164888535898
11,846.0,0.973956211114651,0.0038304726623828297,846.0,0.966098677994771,0.004397000152506397,846.0,1.0221294278916335,0.00534709735725072,846.0,0.9917606544811867,0.008307824299221365
12,967.0,0.9870084045541445,0.004258647665864772,967.0,0.986458803757552,0.004681150241803166,967.0,1.0010320917763127,0.006081600116314889,967.0,0.9874534011807051,0.010899075433759694
13,1101.0,0.9834558183653578,0.004504342777630212,1101.0,0.9742312587622216,0.005105947123307787,1101.0,0.9733042255911828,0.00701230759600343,1101.0,0.9860955175079348,0.0168519211216418
14,1248.0,0.9494513467277792,0.005129970622488124,1248.0,0.9300947286483457,0.005283461758034175,1248.0,0.9599775217193037,0.008348494896607358,1248.0,0.9547198785266772,0.018862948933138172
15,1410.0,1.0018215133171953,0.005741912232855616,1410.0,0.9572682594380826,0.0067927897992624,1410.0,1.0382240852966795,0.010518113065559257,1410.0,1.1238110446626701,0.03845971650064443
16,1588.0,0.9731025364066931,0.006666648291521093,1588.0,1.0102669033719265,0.00784698214278756,1588.0,0.9057086805646544,0.012737807378892314,,,
17,1784.0,0.9300087640859326,0.00782238164745209,1784.0,0.9698266601774514,0.009585399537455562,1784.0,1.0210797799000653,0.021835977153824956,,,
18,2000.0,1.0433677752070971,0.01042892107681855,2000.0,0.9470657503260212,0.012642310598527967,2000.0,0.8378058025248565,0.04302168590968683,,,
19,2238.0,0.9657531925418276,0.01235630598781797,2238.0,1.0488044910380308,0.017637211080994288,,,,,,
20,2500.0,1.0026130694226048,0.016610636561278733,2500.0,1.3249764738951892,0.04441539572216433,,,,,,
21,2787.0,0.9121788873215955,0.02107488817297075,,,,,,,,,
